NumVariables; TestName; correlationCoefficient; meanAbsoluteError; errorRate; relativeAbsoluteError; rootRelativeSquaredError
2; /bm-7-netty/c3.xlarge-throughput-perm-processed.json[count, cpu]; 0.9386317301048432; 3153.615769548035; 4936.204742767817; 25.300780372642578; 34.49209695573595
2; /bm-7-netty/m3.large-throughput-perm-processed.json[count, cpu]; 0.9020354927619086; 5147.080590498325; 6102.2941467739565; 41.68790519327696; 43.166186975198585
2; bm-9-tornade/c1.xlarge-throughput-perm-processed.json[count, cpu]; 0.9901005036951371; 336.9780227097478; 425.4252931624022; 12.77351209998665; 14.036022436087888
2; bm-9-tornade/c1.medium-throughput-perm-processed.json[count, cpu]; 0.9989964046270587; 24.130567674188903; 28.48342429155031; 4.36120868862984; 4.479044029936558
2; bm-9-tornade/c3.xlarge-throughput-perm-processed.json[count, cpu]; 0.9921105886783695; 168.64582922402138; 214.7490783346888; 11.31016224425065; 12.536578413690082
2; bm-9-tornade/c3.large-throughput-perm-processed.json[count, cpu]; 0.998412655381002; 35.22805144369891; 43.15235064447957; 5.280775212666603; 5.632201678791419
2; bm-9-tornade/m3.xlarge-throughput-perm-processed.json[count, cpu]; 0.9321904783200408; 42.38880193595905; 58.57356491509332; 34.95118893136462; 36.196810927113496
3; 1-jetty-servlet/m3.xlarge-throughput-perm-processed.json[count, cpu, mean]; 0.9926819592382077; 1059.5394195471085; 1475.530473038881; 9.789701742096542; 12.0758137626385
3; 1-jetty-servlet/c1.medium-throughput-perm-processed.json[count, cpu, mean]; 0.993707120688459; 425.2147231642663; 507.28498832382667; 10.74833101196295; 11.200963482242654
3; 1-jetty-servlet/c1.xlarge-throughput-perm-processed.json[count, cpu, mean]; 0.9599827526669686; 2532.1632617942532; 3524.039911733444; 23.140839868714842; 28.005912693920372
3; 1-jetty-servlet/c3.xlarge-throughput-perm-processed.json[count, cpu, mean]; 0.9897479364707996; 1313.4984730953274; 1627.1492035905492; 13.226245827160685; 14.282514572649402
3; 1-jetty-servlet/c3.large-throughput-perm-processed.json[count, cpu, mean]; 0.9895202231155548; 644.9325745182839; 778.880262549549; 13.719926277326438; 14.439434907690636
3; 4/bm-2-go/c3.xlarge-throughput-perm-processed.json[count, cpu, mean]; 0.9854272930148092; 1740.5498228974473; 2399.741551716552; 14.114091979382476; 17.009717864064136
3; 24/bm-2-go/c3.large-throughput-perm-processed.json[count, cpu, mean]; 0.9602090348967203; 1193.9565458972447; 1769.6814568549705; 21.64925740520842; 27.92823111167443
3; 4/bm-2-go/c1.xlarge-throughput-perm-processed.json[count, cpu, mean]; 0.9513253640049608; 3558.154116103353; 4279.86007853985; 29.22820601874001; 30.818833819732728
3; 4/bm-2-go/c1.medium-throughput-perm-processed.json[count, cpu, mean]; 0.9533990358049474; 1464.3887448520118; 1702.0344758800206; 29.817937831687644; 30.17122445745249
3; 4/bm-2-go/m3.xlarge-throughput-perm-processed.json[count, cpu, mean]; 0.9460564258641058; 4139.975537980519; 4504.572283807252; 33.95955620980009; 32.400191215675505
3; /bm-7-netty/c1.medium-throughput-perm-processed.json[count, cpu, mean]; 0.9503818558242597; 1887.546002790094; 2478.0542220100474; 27.083724373898303; 31.10857247127141
3; /bm-7-netty/c1.xlarge-throughput-perm-processed.json[count, cpu, mean]; 0.921279227615215; 5096.00629204899; 5541.549210218451; 41.013474970616095; 38.89017675001143
3; /bm-7-netty/c3.large-throughput-perm-processed.json[count, cpu, mean]; 0.9861544938020849; 1232.324624984054; 1555.9541868734757; 15.014616204496548; 16.582917220427078
3; /bm-7-netty/c3.xlarge-throughput-perm-processed.json[count, cpu, mean]; 0.9386317301048432; 3153.615769548035; 4936.204742767817; 25.300780372642578; 34.49209695573595
3; /bm-7-netty/m3.large-throughput-perm-processed.json[count, cpu, mean]; 0.9020354927619086; 5147.080590498325; 6102.2941467739565; 41.68790519327696; 43.166186975198585
3; bm-9-tornade/c1.xlarge-throughput-perm-processed.json[count, cpu, mean]; 0.9930124874503036; 268.9093017790416; 357.68074663257505; 10.193294483872545; 11.800932068171587
3; bm-9-tornade/c1.medium-throughput-perm-processed.json[count, cpu, mean]; 0.999466320600281; 16.1558331665855; 20.773234978709905; 2.9199047834060186; 3.2666098416215266
3; bm-9-tornade/c3.xlarge-throughput-perm-processed.json[count, cpu, mean]; 0.9943463848783223; 125.87853608907476; 181.8928811886737; 8.44199155583628; 10.618505958660865
3; bm-9-tornade/c3.large-throughput-perm-processed.json[count, cpu, mean]; 0.9993509592086142; 21.07575042422721; 27.599853340539493; 3.159309012775777; 3.602305274159376
3; bm-9-tornade/m3.xlarge-throughput-perm-processed.json[count, cpu, mean]; 0.7302454996948169; 79.65820947354351; 110.55275282087449; 65.68124132053383; 68.31848287072509
2; 1-jetty-servlet/m3.xlarge-throughput-perm-processed.json[count, networkEth0]; 0.9999394296790137; 110.23313900000895; 134.48385059611465; 1.0185081677908987; 1.1006224293941693
2; 1-jetty-servlet/c1.medium-throughput-perm-processed.json[count, networkEth0]; 0.9986637129059179; 169.13350832748614; 234.0541684729091; 4.2752586721136; 5.167967226063862
2; 1-jetty-servlet/c1.xlarge-throughput-perm-processed.json[count, networkEth0]; 0.9999563493720847; 105.30066296771602; 117.57002051605875; 0.9623178001874909; 0.9343412141934395
2; 1-jetty-servlet/c3.xlarge-throughput-perm-processed.json[count, networkEth0]; 0.9998803302506671; 144.2104694435123; 176.2450374051076; 1.4521243524671466; 1.5470138261082382
2; 1-jetty-servlet/c3.large-throughput-perm-processed.json[count, networkEth0]; 0.9994034677787415; 155.3831424604644; 186.28919893328785; 3.3055319943936947; 3.453561338424494
2; 4/bm-2-go/c3.xlarge-throughput-perm-processed.json[count, networkEth0]; 0.9999282739710841; 130.49824366017802; 168.97130759080278; 1.0582082684088387; 1.1976932545863748
2; 24/bm-2-go/c3.large-throughput-perm-processed.json[count, networkEth0]; 0.999481905302899; 162.6731281489086; 203.94590202686842; 2.949648742500609; 3.218572621655763
2; 4/bm-2-go/c1.xlarge-throughput-perm-processed.json[count, networkEth0]; 0.9999796992098431; 79.65040295844165; 88.48764449666272; 0.6542826171044271; 0.6371904596873245
2; 4/bm-2-go/c1.medium-throughput-perm-processed.json[count, networkEth0]; 0.9995725639410886; 140.53409535762125; 164.92237488544018; 2.8615604519887863; 2.923507168180006
2; 4/bm-2-go/m3.xlarge-throughput-perm-processed.json[count, networkEth0]; 0.9999499022268671; 102.12471842676932; 139.16331207716811; 0.8377127072387546; 1.0009647170532352
2; /bm-7-netty/c1.medium-throughput-perm-processed.json[count, networkEth0]; 0.9998993726805384; 84.20399563326464; 113.00372161079703; 1.2082131007886683; 1.4186067568777376
2; /bm-7-netty/c1.xlarge-throughput-perm-processed.json[count, networkEth0]; 0.9999813387393038; 69.17689800725675; 87.05119533058009; 0.5567467566498469; 0.6109187601299986
2; /bm-7-netty/c3.large-throughput-perm-processed.json[count, networkEth0]; 0.9999093754450178; 108.5419374278069; 126.31763165256606; 1.3224725851697463; 1.3462573942385856
2; /bm-7-netty/c3.xlarge-throughput-perm-processed.json[count, networkEth0]; 0.9999281036775797; 135.41684465591078; 171.60664335504043; 1.0864201905885573; 1.1991141553685891
2; /bm-7-netty/m3.large-throughput-perm-processed.json[count, networkEth0]; 0.9999065087816306; 138.59414058515304; 193.3034953394947; 1.1225197063600239; 1.3673832532630854
2; bm-9-tornade/c1.xlarge-throughput-perm-processed.json[count, networkEth0]; 0.9935967286607938; 291.98270166380746; 342.4513337205116; 11.067916366468575; 11.298469274450087
2; bm-9-tornade/c1.medium-throughput-perm-processed.json[count, networkEth0]; 0.998989226277022; 24.416507557899532; 28.58505721325831; 4.412887684420664; 4.49502589807719
2; bm-9-tornade/c3.xlarge-throughput-perm-processed.json[count, networkEth0]; 0.9938285826093045; 162.68181479421568; 190.01533686033022; 10.91018810235502; 11.092677038830734
2; bm-9-tornade/c3.large-throughput-perm-processed.json[count, networkEth0]; 0.9999898698243512; 2.9527118887939254; 3.4486462338943857; 0.44261908091649305; 0.45011385980157465
2; bm-9-tornade/m3.xlarge-throughput-perm-processed.json[count, networkEth0]; 4.770992176028256E-7; 121.28000000000011; 161.81968359875137; 100.0; 100.0
3; 1-jetty-servlet/m3.xlarge-throughput-perm-processed.json[count, networkEth0, mean]; 0.9999882861203845; 44.477529706802486; 59.141982815481676; 0.41095379937912313; 0.48402088813661803
3; 1-jetty-servlet/c1.medium-throughput-perm-processed.json[count, networkEth0, mean]; 0.9986637129059179; 169.13350832748614; 234.0541684729091; 4.2752586721136; 5.167967226063862
3; 1-jetty-servlet/c1.xlarge-throughput-perm-processed.json[count, networkEth0, mean]; 0.9999665019874909; 76.814557236163; 102.99401032698738; 0.7019900317678296; 0.8185041411166963
3; 1-jetty-servlet/c3.xlarge-throughput-perm-processed.json[count, networkEth0, mean]; 0.9999528590134542; 90.20197322057057; 110.6195570553129; 0.9082869118978006; 0.970977604374685
3; 1-jetty-servlet/c3.large-throughput-perm-processed.json[count, networkEth0, mean]; 0.9994034677787415; 155.3831424604644; 186.28919893328785; 3.3055319943936947; 3.453561338424494
3; 4/bm-2-go/c3.xlarge-throughput-perm-processed.json[count, networkEth0, mean]; 0.9999282739710841; 130.49824366017802; 168.97130759080278; 1.0582082684088387; 1.1976932545863748
3; 24/bm-2-go/c3.large-throughput-perm-processed.json[count, networkEth0, mean]; 0.999481905302899; 162.6731281489086; 203.94590202686842; 2.949648742500609; 3.218572621655763
3; 4/bm-2-go/c1.xlarge-throughput-perm-processed.json[count, networkEth0, mean]; 0.9999842233375059; 61.099715480941356; 78.00711604372201; 0.5018993032598253; 0.5617212483563884
3; 4/bm-2-go/c1.medium-throughput-perm-processed.json[count, networkEth0, mean]; 0.9995725639410886; 140.53409535762125; 164.92237488544018; 2.8615604519887863; 2.923507168180006
3; 4/bm-2-go/m3.xlarge-throughput-perm-processed.json[count, networkEth0, mean]; 0.9999499022268671; 102.12471842676932; 139.16331207716811; 0.8377127072387546; 1.0009647170532352
3; /bm-7-netty/c1.medium-throughput-perm-processed.json[count, networkEth0, mean]; 0.9998993726805384; 84.20399563326464; 113.00372161079703; 1.2082131007886683; 1.4186067568777376
3; /bm-7-netty/c1.xlarge-throughput-perm-processed.json[count, networkEth0, mean]; 0.9999813387393038; 69.17689800725675; 87.05119533058009; 0.5567467566498469; 0.6109187601299986
3; /bm-7-netty/c3.large-throughput-perm-processed.json[count, networkEth0, mean]; 0.9999093754450178; 108.5419374278069; 126.31763165256606; 1.3224725851697463; 1.3462573942385856
3; /bm-7-netty/c3.xlarge-throughput-perm-processed.json[count, networkEth0, mean]; 0.9999281036775797; 135.41684465591078; 171.60664335504043; 1.0864201905885573; 1.1991141553685891
3; /bm-7-netty/m3.large-throughput-perm-processed.json[count, networkEth0, mean]; 0.9999065087816306; 138.59414058515304; 193.3034953394947; 1.1225197063600239; 1.3673832532630854
3; bm-9-tornade/c1.xlarge-throughput-perm-processed.json[count, networkEth0, mean]; 0.9969030955435689; 169.1790092483032; 238.35356484130375; 6.412911157587021; 7.863979969232673
3; bm-9-tornade/c1.medium-throughput-perm-processed.json[count, networkEth0, mean]; 0.9997355785458025; 12.590171226344262; 14.623168992167525; 2.27546922579871; 2.299506446370336
3; bm-9-tornade/c3.xlarge-throughput-perm-processed.json[count, networkEth0, mean]; 0.9961865137054485; 119.9744923176277; 149.4562016447093; 8.046039321147322; 8.724924017653015
3; bm-9-tornade/c3.large-throughput-perm-processed.json[count, networkEth0, mean]; 0.9999943077953689; 2.1855877328738584; 2.585121099432328; 0.32762520354877206; 0.3374074222759523
3; bm-9-tornade/m3.xlarge-throughput-perm-processed.json[count, networkEth0, mean]; 0.9985339296457919; 6.378076379408958; 8.759201486305352; 5.25896799093746; 5.412939446862779
3; 1-jetty-servlet/m3.xlarge-throughput-perm-processed.json[count, networkEth0, cpu]; 0.9999394296790137; 110.23313900000895; 134.48385059611465; 1.0185081677908987; 1.1006224293941693
3; 1-jetty-servlet/c1.medium-throughput-perm-processed.json[count, networkEth0, cpu]; 0.9986637129059179; 169.13350832748614; 234.0541684729091; 4.2752586721136; 5.167967226063862
3; 1-jetty-servlet/c1.xlarge-throughput-perm-processed.json[count, networkEth0, cpu]; 0.9999563493720847; 105.30066296771602; 117.57002051605875; 0.9623178001874909; 0.9343412141934395
3; 1-jetty-servlet/c3.xlarge-throughput-perm-processed.json[count, networkEth0, cpu]; 0.9998803302506671; 144.2104694435123; 176.2450374051076; 1.4521243524671466; 1.5470138261082382
3; 1-jetty-servlet/c3.large-throughput-perm-processed.json[count, networkEth0, cpu]; 0.9995918503297757; 110.0219894993335; 154.09938493443423; 2.3405448018238455; 2.8568037284606045
3; 4/bm-2-go/c3.xlarge-throughput-perm-processed.json[count, networkEth0, cpu]; 0.9999282739710841; 130.49824366017802; 168.97130759080278; 1.0582082684088387; 1.1976932545863748
3; 24/bm-2-go/c3.large-throughput-perm-processed.json[count, networkEth0, cpu]; 0.999481905302899; 162.6731281489086; 203.94590202686842; 2.949648742500609; 3.218572621655763
3; 4/bm-2-go/c1.xlarge-throughput-perm-processed.json[count, networkEth0, cpu]; 0.9999796992098431; 79.65040295844165; 88.48764449666272; 0.6542826171044271; 0.6371904596873245
3; 4/bm-2-go/c1.medium-throughput-perm-processed.json[count, networkEth0, cpu]; 0.9995725639410886; 140.53409535762125; 164.92237488544018; 2.8615604519887863; 2.923507168180006
3; 4/bm-2-go/m3.xlarge-throughput-perm-processed.json[count, networkEth0, cpu]; 0.9999499022268671; 102.12471842676932; 139.16331207716811; 0.8377127072387546; 1.0009647170532352
3; /bm-7-netty/c1.medium-throughput-perm-processed.json[count, networkEth0, cpu]; 0.9998993726805384; 84.20399563326464; 113.00372161079703; 1.2082131007886683; 1.4186067568777376
3; /bm-7-netty/c1.xlarge-throughput-perm-processed.json[count, networkEth0, cpu]; 0.9999813387393038; 69.17689800725675; 87.05119533058009; 0.5567467566498469; 0.6109187601299986
3; /bm-7-netty/c3.large-throughput-perm-processed.json[count, networkEth0, cpu]; 0.9999093754450178; 108.5419374278069; 126.31763165256606; 1.3224725851697463; 1.3462573942385856
3; /bm-7-netty/c3.xlarge-throughput-perm-processed.json[count, networkEth0, cpu]; 0.9999281036775797; 135.41684465591078; 171.60664335504043; 1.0864201905885573; 1.1991141553685891
3; /bm-7-netty/m3.large-throughput-perm-processed.json[count, networkEth0, cpu]; 0.9999065087816306; 138.59414058515304; 193.3034953394947; 1.1225197063600239; 1.3673832532630854
3; bm-9-tornade/c1.xlarge-throughput-perm-processed.json[count, networkEth0, cpu]; 0.9959052983722543; 224.5330338970196; 274.0061743443728; 8.51116462215305; 9.04026364331861
3; bm-9-tornade/c1.medium-throughput-perm-processed.json[count, networkEth0, cpu]; 0.9989964046270587; 24.130567674188903; 28.48342429155031; 4.36120868862984; 4.479044029936558
3; bm-9-tornade/c3.xlarge-throughput-perm-processed.json[count, networkEth0, cpu]; 0.9977849363881477; 91.46975251186225; 113.95142370299067; 6.134380827031204; 6.652233246737094
3; bm-9-tornade/c3.large-throughput-perm-processed.json[count, networkEth0, cpu]; 0.9999898698243512; 2.9527118887939254; 3.4486462338943857; 0.44261908091649305; 0.45011385980157465
3; bm-9-tornade/m3.xlarge-throughput-perm-processed.json[count, networkEth0, cpu]; 0.9967048154794453; 10.828418684219832; 13.125871544582587; 8.928445485009748; 8.11141837177827
4; 1-jetty-servlet/m3.xlarge-throughput-perm-processed.json[count, networkEth0, cpu, mean]; 0.9999882861203845; 44.477529706802486; 59.141982815481676; 0.41095379937912313; 0.48402088813661803
4; 1-jetty-servlet/c1.medium-throughput-perm-processed.json[count, networkEth0, cpu, mean]; 0.9986637129059179; 169.13350832748614; 234.0541684729091; 4.2752586721136; 5.167967226063862
4; 1-jetty-servlet/c1.xlarge-throughput-perm-processed.json[count, networkEth0, cpu, mean]; 0.9999563493720847; 105.30066296771602; 117.57002051605875; 0.9623178001874909; 0.9343412141934395
4; 1-jetty-servlet/c3.xlarge-throughput-perm-processed.json[count, networkEth0, cpu, mean]; 0.9999614245906715; 87.31840437224727; 100.06651690060174; 0.8792508747583052; 0.8783469166277832
4; 1-jetty-servlet/c3.large-throughput-perm-processed.json[count, networkEth0, cpu, mean]; 0.9995918503297757; 110.0219894993335; 154.09938493443423; 2.3405448018238455; 2.8568037284606045
4; 4/bm-2-go/c3.xlarge-throughput-perm-processed.json[count, networkEth0, cpu, mean]; 0.9999282739710841; 130.49824366017802; 168.97130759080278; 1.0582082684088387; 1.1976932545863748
4; 24/bm-2-go/c3.large-throughput-perm-processed.json[count, networkEth0, cpu, mean]; 0.999481905302899; 162.6731281489086; 203.94590202686842; 2.949648742500609; 3.218572621655763
4; 4/bm-2-go/c1.xlarge-throughput-perm-processed.json[count, networkEth0, cpu, mean]; 0.9999796992098431; 79.65040295844165; 88.48764449666272; 0.6542826171044271; 0.6371904596873245
4; 4/bm-2-go/c1.medium-throughput-perm-processed.json[count, networkEth0, cpu, mean]; 0.9995725639410886; 140.53409535762125; 164.92237488544018; 2.8615604519887863; 2.923507168180006
4; 4/bm-2-go/m3.xlarge-throughput-perm-processed.json[count, networkEth0, cpu, mean]; 0.9999499022268671; 102.12471842676932; 139.16331207716811; 0.8377127072387546; 1.0009647170532352
4; /bm-7-netty/c1.medium-throughput-perm-processed.json[count, networkEth0, cpu, mean]; 0.9998993726805384; 84.20399563326464; 113.00372161079703; 1.2082131007886683; 1.4186067568777376
4; /bm-7-netty/c1.xlarge-throughput-perm-processed.json[count, networkEth0, cpu, mean]; 0.9999813387393038; 69.17689800725675; 87.05119533058009; 0.5567467566498469; 0.6109187601299986
4; /bm-7-netty/c3.large-throughput-perm-processed.json[count, networkEth0, cpu, mean]; 0.9999093754450178; 108.5419374278069; 126.31763165256606; 1.3224725851697463; 1.3462573942385856
4; /bm-7-netty/c3.xlarge-throughput-perm-processed.json[count, networkEth0, cpu, mean]; 0.9999281036775797; 135.41684465591078; 171.60664335504043; 1.0864201905885573; 1.1991141553685891
4; /bm-7-netty/m3.large-throughput-perm-processed.json[count, networkEth0, cpu, mean]; 0.9999065087816306; 138.59414058515304; 193.3034953394947; 1.1225197063600239; 1.3673832532630854
4; bm-9-tornade/c1.xlarge-throughput-perm-processed.json[count, networkEth0, cpu, mean]; 0.9978865645607685; 161.42835685570972; 196.95143934917894; 6.119114395046045; 6.498002977151593
4; bm-9-tornade/c1.medium-throughput-perm-processed.json[count, networkEth0, cpu, mean]; 0.9997684455776983; 10.371749441551199; 13.684321313992749; 1.8745254728991867; 2.151871806486254
4; bm-9-tornade/c3.xlarge-throughput-perm-processed.json[count, networkEth0, cpu, mean]; 0.9977849363881477; 91.46975251186225; 113.95142370299067; 6.134380827031204; 6.652233246737094
4; bm-9-tornade/c3.large-throughput-perm-processed.json[count, networkEth0, cpu, mean]; 0.9999954972271123; 1.952342129167161; 2.2992213869436195; 0.2926610896667907; 0.30009207753584166
4; bm-9-tornade/m3.xlarge-throughput-perm-processed.json[count, networkEth0, cpu, mean]; 0.9985339296457919; 6.378076379408958; 8.759201486305352; 5.25896799093746; 5.412939446862779
2; 1-jetty-servlet/m3.xlarge-throughput-perm-processed.json[count, memory]; 0.7596077709257787; 6718.643027222162; 7946.939823674578; 62.07745567053648; 65.03814529560088
2; 1-jetty-servlet/c1.medium-throughput-perm-processed.json[count, memory]; 1.7046821852259236E-8; 3956.1; 4528.940649865043; 100.0; 100.0
2; 1-jetty-servlet/c1.xlarge-throughput-perm-processed.json[count, memory]; 0.6600934961934013; 7467.730126134202; 9452.291341031361; 68.24581559926708; 75.11834504854127
2; 1-jetty-servlet/c3.xlarge-throughput-perm-processed.json[count, memory]; 0.9676020621968547; 2316.084198559867; 2876.4049026773255; 23.321762144395002; 25.24801957231385
2; 1-jetty-servlet/c3.large-throughput-perm-processed.json[count, memory]; 0.726125641163984; 2431.5772517239675; 3708.7912545281956; 51.727982039355155; 68.75620359241724
2; 4/bm-2-go/c3.xlarge-throughput-perm-processed.json[count, memory]; 0.9023726333316509; 5069.682185386098; 6079.96310304728; 41.109975554541826; 43.09566458637106
2; 24/bm-2-go/c3.large-throughput-perm-processed.json[count, memory]; 0.9808382704968261; 1013.9730207404355; 1234.5069300090697; 18.38573020381569; 19.482373348438443
2; 4/bm-2-go/c1.xlarge-throughput-perm-processed.json[count, memory]; 0.9264659136168327; 4473.7914991371335; 5226.830116956716; 36.7496447188376; 37.63786801960594
2; 4/bm-2-go/c1.medium-throughput-perm-processed.json[count, memory]; 0.9624711480659885; 1152.762938360765; 1530.945380642866; 23.472601624091652; 27.138402521249514
2; 4/bm-2-go/m3.xlarge-throughput-perm-processed.json[count, memory]; 0.6221533651860113; 8534.117516627488; 10884.53104222983; 70.0039990208064; 78.28953890448713
2; /bm-7-netty/c1.medium-throughput-perm-processed.json[count, memory]; 0.0; 6969.299999999998; 7965.82428942542; 100.0; 100.0
2; /bm-7-netty/c1.xlarge-throughput-perm-processed.json[count, memory]; 0.7841563471078695; 6902.890291718044; 8842.54692270121; 55.55556684574933; 62.056331126682075
2; /bm-7-netty/c3.large-throughput-perm-processed.json[count, memory]; 0.986726252710607; 1215.8053305611945; 1523.7076943817638; 14.813345483535727; 16.239243274143554
2; /bm-7-netty/c3.xlarge-throughput-perm-processed.json[count, memory]; 0.0; 12464.500000000004; 14311.118135561597; 100.00000000000001; 99.99999999999999
2; /bm-7-netty/m3.large-throughput-perm-processed.json[count, memory]; 0.5582940346754505; 10080.25405625474; 11728.454483147447; 81.643305954261; 82.96431587410373
2; bm-9-tornade/c1.xlarge-throughput-perm-processed.json[count, memory]; 0.9815043052090398; 528.6519754256121; 580.2459105235165; 20.039118131443544; 19.14400659635273
2; bm-9-tornade/c1.medium-throughput-perm-processed.json[count, memory]; 0.832821007901048; 283.86303210182814; 352.01222465744564; 51.303638550845506; 55.35423821160241
2; bm-9-tornade/c3.xlarge-throughput-perm-processed.json[count, memory]; 0.9487670345070836; 449.6701727565698; 541.2613254497999; 30.156942710520415; 31.597644569276643
2; bm-9-tornade/c3.large-throughput-perm-processed.json[count, memory]; 0.9879719492869258; 103.19464422059245; 118.47562589219619; 15.469141690989725; 15.46332028452906
